STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2013-03,10.7,",X",0,W,0,",X",8,",X",4,",X",1,",X",1,",X",0,",X",7,",X",0,",X",0,",X",0,",X",28,",X,22,",1,",,X,25,",1.4,",,X,25,",1.03,",,X,06,",63,",X,10,",3504,W,657,",X",2.8,",,,X",1.6,",,,X",43.8,",X",51.5,",,,X",36.1,",,,X",350,",X",350,"1,X",38.9,",X",48,"1,X"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2013-04,9.2,",W",39,W,39,",W",9,",W",5,",W",0,",W",0,",W",0,",W",1,",W",0,",W",13,",W",1,",W",31,",W,04,",0,",,W,30,+",0,",,W,30,+",1.37,",,W,19,",91,",W,10,",3727,W,222,",W",2.76,",,,W",0,",,,W",58.9,",W",68.9,",,,W",48.9,",,,W",240,",W",250,",W",42.9,",W",53,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2013-05,8.7,",W",179,W,140,",W",11,",W",4,",W",0,",W",0,",W",0,",W",0,",W",0,",W",19,",W",3,",W",42,",W,14,",0,",,W,31,+",0,",,W,31,+",1.34,",,W,28,",91,",W,31,",3815,W,88,",W",2.82,",,,W",0,",,,W",66.6,",W",75.8,",,,W",57.5,",,,W",100,",W",320,",W",29.1,",W",38,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2013-06,7.8,",W",523,W,344,",W",15,",W",10,",W",0,",W",0,",W",0,",W",0,",W",0,",W",30,",W",6,",W",59,",W,05,",0,",,W,30,+",0,",T,W,28,",2.86,",,W,28,",94,",W,25,",3815,W,0,",W",9.97,",,,W",0,",T,,W",76.5,",W",84.4,",,,W",68.6,",,,W",260,",W",260,",W",46.1,",W",53,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2013-07,8.1,",W",1027,W,503,",W",11,",W",8,",W",0,",W",0,",W",0,",W",0,",W",0,",W",31,",W",11,",W",65,",W,25,",0,",,W,31,+",0,",,W,31,+",1.39,",,W,12,",97,",W,17,",0,W,0,",W",4.43,",,,W",0,",,,W",81.2,",W",88.3,",,,W",74.2,",,,W",220,",W",220,",W",35.1,",W",39,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2013-08,7.4,",W",1401,W,374,",W",9,",W",4,",W",0,",W",0,",W",0,",W",0,",W",0,",W",31,",W",6,",W",60,",W,15,",0,",,W,31,+",0,",,W,31,+",0.44,",,W,13,",94,",W,27,",0,W,0,",W",1.35,",,,W",0,",,,W",77.1,",W",84.7,",,,W",69.4,",,,W",340,",W",320,",W",25.9,",W",35,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2013-09,7.2,",W",1601,W,199,",W",5,",W",3,",W",0,",W",0,",W",0,",W",0,",W",0,",W",29,",W",6,",W",51,",W,24,",0,",,W,30,+",0,",,W,30,+",0.87,",,W,21,",94,",W,11,",10,W,10,",W",1.22,",,,W",0,",,,W",71.3,",W",80.9,",,,W",61.7,",,,W",310,",W",310,",W",25.1,",W",31,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2013-10,7.4,",W",1682,W,81,",W",8,",W",5,",W",0,",W",0,",W",0,",W",0,",W",0,",W",11,",W",2,",W",35,",W,26,",0,",,W,31,+",0,",,W,31,+",2.76,",,W,11,",91,",W,06,",171,W,161,",W",6.25,",,,W",0,",,,W",62.4,",W",70.5,",,,W",54.3,",,,W",280,",W",270,",W",29.1,",W",41,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2013-11,8.7,",W",1683,W,2,",W",7,",W",5,",W",0,",W",0,",W",0,",W",8,",W",0,",W",3,",W",0,",W",24,",W,25,",0,",,W,30,+",0,",T,W,27,+",1.46,",,W,26,",73,",W,01,",724,W,552,",W",2.92,",,,W",0,",T,,W",46.7,",W",54.8,",,,W",38.5,",,,W",330,",W",340,",W",31.1,",W",43,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2013-12,7.6,",W",1683,W,0,",W",10,",W",9,",W",0,",W",0,",W",0,",W",15,",W",0,",W",2,",W",0,",W",22,",W,25,",0,",T,W,11,+",0.9,",,W,10,",1.31,",,W,29,",72,",W,22,+",1426,W,703,",W",5.53,",,,W",1.5,",,,W",42.3,",W",49.8,",,,W",34.8,",,,W",330,",W",330,",W",31.1,",W",39,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2014-01,8.9,",W",0,W,0,",W",8,",W",7,",W",9,",W",2,",W",0,",W",24,",W",7,",W",0,",W",0,",W",6,",W,07,",4,",,W,22,",3.8,",,W,21,",0.87,",,W,11,",61,",W,13,",2439,W,1013,",W",2.58,",,,W",6.6,",,,W",32.3,",W",40.9,",,,W",23.8,",,,W",320,",W",330,",W",35.1,",W",46,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2014-02,8.5,",W",0,W,0,",W",11,",W",5,",W",6,",W",4,",W",0,",W",18,",W",2,",W",0,",W",0,",W",14,",W,28,",6,",,W,13,",5.9,",,W,13,",1.61,",,W,13,",69,",W,21,",3198,W,759,",W",4.02,",,,W",11.2,",,,W",37.9,",W",45.9,",,,W",29.9,",,,W",340,",W",300,",W",33.1,",W",46,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2014-03,10.1,",W",0,W,0,",W",10,",W",8,",W",5,",W",4,",W",0,",W",16,",W",1,",W",3,",W",0,",W",14,",W,04,",7,",,W,17,",3.9,",,W,17,",1.05,",,W,30,",73,",W,22,",3883,W,685,",W",4.26,",,,W",12.7,",,,W",42.9,",W",52.2,",,,W",33.6,",,,W",290,",W",320,"1,W",38.9,",W",52,"1,W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2014-04,8.9,",W",20,W,20,",W",11,",W",6,",W",0,",W",0,",W",0,",W",0,",W",0,",W",11,",W",0,",W",34,",W,16,",0,",,W,30,+",0,",T,W,15,",2.7,",,W,30,",85,",W,13,",4134,W,250,",W",6.47,",,,W",0,",T,,W",57.3,",W",67.2,",,,W",47.5,",,,W",330,",W",340,",W",31.1,",W",43,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2014-05,7.4,",W",162,W,142,",W",11,",W",9,",W",0,",W",0,",W",0,",W",0,",W",0,",W",25,",W",2,",W",49,",W,19,",0,",,W,31,+",0,",,W,31,+",2.25,",,W,16,",92,",W,27,+",4169,W,35,",W",4.97,",,,W",0,",,,W",68.4,",W",78,",,,W",58.9,",,,W",280,",W",270,",W",36.9,",W",49,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2014-06,7.6,",W",530,W,367,",W",11,",W",7,",W",0,",W",0,",W",0,",W",0,",W",0,",W",30,",W",4,",W",58,",W,02,",0,",,W,30,+",0,",,W,30,+",0.8,",,W,11,",97,",W,17,",4169,W,0,",W",3.31,",,,W",0,",,,W",77.2,",W",85.6,",,,W",68.8,",,,W",210,",W",220,"1,W",25.9,",W",39,"1,W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2014-07,8.3,",W",976,W,447,",W",11,",W",7,",W",0,",W",0,",W",0,",W",0,",W",0,",W",31,",W",9,",W",60,",W,30,",0,",,W,31,+",0,",,W,31,+",1.71,",,W,15,",99,",W,02,",0,W,0,",W",4.68,",,,W",0,",,,W",79.4,",W",88,",,,W",70.8,",,,W",320,",W",320,",W",36,",W",49,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2014-08,6.3,",W",1369,W,393,",W",11,",W",7,",W",0,",W",0,",W",0,",W",0,",W",0,",W",31,",W",3,",W",62,",W,15,",0,",,W,31,+",0,",,W,31,+",1.6,",,W,12,",96,",W,31,",0,W,0,",W",3.39,",,,W",0,",,,W",77.7,",W",85.7,",,,W",69.7,",,,W",10,",W",160,",W",28,",W",32,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2014-09,7.4,",W",1635,W,265,",W",6,",W",3,",W",0,",W",0,",W",0,",W",0,",W",0,",W",29,",W",6,",W",54,",W,23,",0,",,W,30,+",0,",,W,30,+",0.64,",,W,25,",95,",W,06,+",0,W,0,",W",1.11,",,,W",0,",,,W",73.8,",W",81.8,",,,W",65.8,",,,W",320,",W",330,",W",25.9,",W",33,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2014-10,8.5,",W",1676,W,42,",W",13,",W",6,",W",0,",W",0,",W",0,",W",0,",W",0,",W",20,",W",0,",W",44,",W,05,",0,",,W,31,+",0,",,W,31,+",1.44,",,W,15,",82,",W,14,",107,W,107,",W",3.49,",,,W",0,",,,W",62.9,",W",71.1,",,,W",54.7,",,,W",320,",W",320,",W",28,",W",39,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2014-11,8.9,",W",1676,W,0,",W",8,",W",5,",W",0,",W",0,",W",0,",W",5,",W",0,",W",2,",W",0,",W",22,",W,19,",0,",,W,30,+",0,",T,W,26,+",1.06,",,W,26,",74,",W,24,",619,W,511,",W",2.65,",,,W",0,",T,,W",48,",W",56,",,,W",39.9,",,,W",340,",W",330,",W",33.1,",W",43,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2014-12,8.1,",W",1676,W,0,",W",13,",W",8,",W",0,",W",0,",W",0,",W",4,",W",0,",W",1,",W",0,",W",29,",W,31,",0,",,W,31,+",0,",T,W,11,+",0.88,",,W,24,",70,",W,01,",1278,W,659,",W",3.51,",,,W",0,",T,,W",43.7,",W",49.8,",,,W",37.7,",,,W",320,",W",330,",W",28,",W",43,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2015-01,8.5,",W",0,W,0,",W",11,",W",8,",W",5,",W",1,",W",0,",W",21,",W",4,",W",0,",W",0,",W",12,",W,08,",2,",,W,08,+",2.4,",,W,06,",0.75,",,W,12,",67,",W,04,",2187,W,909,",W",3.73,",,,W",3.6,",,,W",35.7,",W",42.7,",,,W",28.7,",,,W",320,",W",320,",W",31.1,",W",41,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2015-02,9.6,",W",0,W,0,",W",9,",W",5,",W",8,",W",4,",W",0,",W",24,",W",7,",W",0,",W",0,",W",5,",W,20,",5,",,W,17,",2.9,",,W,16,",0.7,",,W,21,",68,",W,08,",3157,W,969,",W",1.68,",,,W",9.9,",,,W",30.4,",W",39.1,",,,W",21.6,",,,W",320,",W",330,",W",38.9,",W",56,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2015-03,8.5,",W",0,W,0,",W",12,",W",8,",W",3,",W",1,",W",0,",W",8,",W",1,",W",3,",W",0,",W",15,",W,06,",5,",,W,06,",4.8,",,W,05,",0.87,",,W,05,",77,",W,26,",3767,W,610,",W",4.04,",,,W",4.9,",,,W",45.3,",W",54.5,",,,W",36.1,",,,W",350,",W",320,",W",33.1,",W",45,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2015-04,9.4,",W",19,W,19,",W",14,",W",9,",W",0,",W",0,",W",0,",W",0,",W",0,",W",15,",W",0,",W",39,",W,24,",0,",,W,30,+",0,",T,W,30,",0.77,",,W,20,",84,",W,18,",3955,W,187,",W",3.42,",,,W",0,",T,,W",59.4,",W",69.4,",,,W",49.4,",,,W",180,",W",300,",W",35.1,",W",45,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2015-05,8.1,",W",291,W,272,",W",6,",W",4,",W",0,",W",0,",W",0,",W",0,",W",0,",W",29,",W",7,",W",51,",W,02,",0,",,W,31,+",0,",,W,31,+",0.76,",,W,18,",92,",W,31,+",3972,W,17,",W",1.93,",,,W",0,",,,W",73.2,",W",82.7,",,,W",63.8,",,,W",330,",W",300,",W",29.1,",W",37,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2015-06,8.3,",W",690,W,400,",W",18,",W",12,",W",0,",W",0,",W",0,",W",0,",W",0,",W",28,",W",12,",W",59,",W,04,+",0,",,W,30,+",0,",T,W,01,",2.75,",,W,27,",96,",W,23,+",3978,W,6,",W",11.94,",,,W",0,",T,,W",78.1,",W",86.1,",,,W",70.1,",,,W",330,",W",320,",W",42.9,",W",55,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2015-07,6.9,",W",1201,W,510,",W",13,",W",5,",W",0,",W",0,",W",0,",W",0,",W",0,",W",31,",W",14,",W",66,",W,16,+",0,",,W,31,+",0,",,W,31,+",1.3,",,W,01,",98,",W,19,",0,W,0,",W",5.02,",,,W",0,",,,W",81.5,",W",89.1,",,,W",73.8,",,,W",270,",W",270,",W",40,",W",51,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2015-08,7.6,",W",1643,W,442,",W",6,",W",4,",W",0,",W",0,",W",0,",W",0,",W",0,",W",31,",W",12,",W",63,",W,27,",0,",,W,31,+",0,",,W,31,+",0.41,",,W,24,",96,",W,17,+",0,W,0,",W",1.16,",,,W",0,",,,W",79.3,",W",88,",,,W",70.5,",,,W",260,",W",270,",W",29.1,",W",38,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2015-09,7.8,",W",1939,W,296,",W",4,",W",4,",W",0,",W",0,",W",0,",W",0,",W",0,",W",30,",W",7,",W",55,",W,14,",0,",,W,30,+",0,",,W,30,+",1.65,",,W,29,",96,",W,03,",0,W,0,",W",2.15,",,,W",0,",,,W",74.9,",W",83.5,",,,W",66.2,",,,W",360,",W",320,",W",23.9,",W",31,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2015-10,8.5,",W",1954,W,15,",W",7,",W",5,",W",0,",W",0,",W",0,",W",0,",W",0,",W",14,",W",0,",W",37,",W,19,",0,",,W,31,+",0,",,W,31,+",0.96,",,W,02,",79,",W,09,",205,W,205,",W",3.04,",,,W",0,",,,W",58.9,",W",67.4,",,,W",50.3,",,,W",330,",W",330,",W",25.1,",W",35,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2015-11,7.4,",W",1959,W,5,",W",10,",W",7,",W",0,",W",0,",W",0,",W",1,",W",0,",W",6,",W",0,",W",32,",W,23,",0,",,W,30,+",0,",,W,30,+",0.63,",,W,19,",80,",W,06,",550,W,345,",W",2.1,",,,W",0,",,,W",53.7,",W",62,",,,W",45.3,",,,W",280,",W",280,",W",28,",W",39,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2015-12,7.2,",W",1960,W,0,",W",13,",W",11,",W",0,",W",0,",W",0,",W",2,",W",0,",W",3,",W",0,",W",30,",W,19,",0,",,W,31,+",0,",,W,31,+",1.67,",,W,23,",71,",W,24,+",978,W,428,",W",4.84,",,,W",0,",,,W",51.2,",W",58.8,",,,W",43.6,",,,W",330,",W",270,",W",31.1,",W",46,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2016-01,9.4,",W",0,W,0,",W",8,",W",5,",W",9,",W",2,",W",0,",W",23,",W",5,",W",0,",W",0,",W",15,",W,19,",18,",,W,24,",11.3,",,W,23,",0.97,",,W,23,",62,",W,10,",1908,W,930,",W",2.68,",,,W",18.8,",,,W",35,",W",42.6,",,,W",27.4,",,,W",330,",W",280,",W",36,",W",44,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2016-02,10.1,",W",0,W,0,",W",12,",W",7,",W",2,",W",1,",W",0,",W",15,",W",5,",W",0,",W",0,",W",13,",W,14,",2,",,W,16,+",2.8,",,W,15,",1.1,",,W,24,",65,",W,29,+",2635,W,727,",W",3.79,",,,W",3.1,",,,W",39.9,",W",47.6,",,,W",32.3,",,,W",320,",W",210,",W",32,",W",42,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2016-03,9.8,",W",3,W,3,",W",11,",W",5,",W",0,",W",0,",W",0,",W",3,",W",0,",W",10,",W",0,",W",29,",W,03,",0,",T,W,04,",0.3,",,W,04,",0.32,",,W,28,",79,",W,10,+",2993,W,358,",W",1.16,",,,W",0.3,",,,W",53.5,",W",63.1,",,,W",44,",,,W",340,",W",280,",W",36,",W",49,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2016-04,10.1,",W",35,W,32,",W",12,",W",5,",W",0,",W",0,",W",0,",W",3,",W",0,",W",14,",W",0,",W",30,",W,05,",0,",,W,30,+",0,",T,W,09,+",0.7,",,W,07,",86,",W,26,",3269,W,276,",W",2.06,",,,W",0,",T,,W",56.9,",W",67,",,,W",46.7,",,,W",310,",W",310,",W",42.9,",W",59,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2016-05,7.4,",W",124,W,89,",W",19,",W",12,",W",0,",W",0,",W",0,",W",0,",W",0,",W",16,",W",0,",W",45,",W,16,",0,",,W,31,+",0,",T,W,02,",1.24,",,W,02,",88,",W,27,+",3392,W,123,",W",5.65,",,,W",0,",T,,W",63.9,",W",71.3,",,,W",56.5,",,,W",250,",W",340,",W",31.1,",W",50,",W"
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2016-06,8.5,",W",460,W,337,",W",7,",W",7,",W",0,",W",0,",W",0,",W",0,",W",0,",W",30,",W",5,",W",53,",W,09,",0,",,W,30,+",0,",,W,30,+",0.99,",,W,21,",96,",W,11,",3392,W,0,",W",3.68,",,,W",0,",,,W",76.2,",W",85.2,",,,W",67.2,",,,W",300,",W",310,",W",31.1,",W",40,",W"
